,county,hexachlorobenzene
2331,"West carroll, Louisiana",0.0
2332,"West feliciana, Louisiana",0.0
2333,"Westchester, New York",0.0
2334,"Westmoreland, Pennsylvania",0.0
2335,"Westmoreland, Virginia",0.0
2336,"Weston, Wyoming",0.0
2337,"Wetzel, West Virginia",0.0
2338,"Wexford, Michigan",0.0
2339,"Wharton, Texas",0.0
2340,"Whatcom, Washington",0.0
2341,"Wheatland, Montana",0.0
2342,"Wheeler, Nebraska",0.0
2343,"Wheeler, Oregon",0.0
2344,"Wheeler, Texas",0.0
2345,"White pine, Nevada",0.0
2346,"White, Arkansas",0.0
2347,"White, Illinois",0.0
2348,"White, Indiana",0.0
2349,"Whiteside, Illinois",0.0
2350,"Whitley, Indiana",0.0
2351,"Whitley, Kentucky",0.0
2352,"Whitman, Washington",0.0
2353,"Wibaux, Montana",0.0
2354,"Wichita, Texas",0.0
2355,"Wicomico, Maryland",0.0
2356,"Wilbarger, Texas",0.0
2357,"Wilcox, Alabama",0.0
2358,"Wilkes, North Carolina",0.0
2359,"Will, Illinois",0.0
2360,"Willacy county, Texas",0.0
2361,"Willacy, Texas",0.0
2362,"Williamsburg, South Carolina",0.0
2363,"Williamson, Illinois",0.0
2364,"Williamson, Texas",0.0
2365,"Wilson, Kansas",0.0
2366,"Wilson, North Carolina",0.0
2367,"Wilson, Texas",0.0
2368,"Winchester, Virginia",0.0
2369,"Windham, Connecticut",0.0
2370,"Windham, Vermont",0.0
2371,"Windsor, Vermont",0.0
2372,"Winkler, Texas",0.0
2373,"Winn, Louisiana",0.0
2374,"Winnebago, Illinois",0.0
2375,"Winnebago, Wisconsin",0.0
2376,"Winona, Minnesota",0.0
2377,"Winston, Alabama",0.0
2378,"Wise, Texas",0.0
2379,"Wolfe, Kentucky",0.0
2380,"Wood, Texas",0.0015584415584415584
2381,"Wood, West Virginia",0.0
2382,"Wood, Wisconsin",0.0
2383,"Woodford, Illinois",0.0
2384,"Woodford, Kentucky",0.0
2385,"Woodruff, Arkansas",0.0
2386,"Woodson, Kansas",0.0
2387,"Worcester, Maryland",0.0
2388,"Worcester, Massachusetts",0.0
2389,"Worth, Missouri",0.0
2390,"Wright, Minnesota",0.0
2391,"Wright, Missouri",0.0
2392,"Wyandotte, Kansas",0.0
2393,"Wyoming, New York",0.0
2394,"Wyoming, Pennsylvania",0.0
2395,"Wyoming, West Virginia",0.0
2396,"Wythe, Virginia",0.0
2397,"Yadkin, North Carolina",0.0
2398,"Yakima, Washington",0.0
2399,"Yakutat, Alaska",0.0
2400,"Yamhill, Oregon",0.0
2401,"Yancey, North Carolina",0.0
2402,"Yankton, South Dakota",0.0
2403,"Yates, New York",0.0
2404,"Yavapai, Arizona",0.0
2405,"Yell, Arkansas",0.0
2406,"Yellow medicine county, Minnesota",0.0
2407,"Yellow medicine, Minnesota",0.0
2408,"Yellowstone, Montana",0.0
2409,"Yoakum, Texas",0.0
2410,"Yolo, California",0.0
2411,"York county, Pennsylvania",0.0
2412,"York, Maine",0.0
2413,"York, Nebraska",0.0
2414,"York, Pennsylvania",0.0
2415,"York, South Carolina",0.0
2416,"Young, Texas",0.0
2417,"Yuba, California",0.0
2418,"Yukon-koyukuk, Alaska",0.0
2419,"Yuma county, Arizona",0.0
2420,"Yuma, Arizona",0.0
2421,"Zapata county, Texas",0.0
2422,"Zapata, Texas",0.0
2423,"Zavala, Texas",0.0
